Employee ID,Training Date,Training Program Name,Training Type,Training Outcome,Location,Trainer,Training Duration(Days),Training Cost
15243,09-Jan-23,Customer Service,Internal,Failed,North Emily,Carmen Cortez,2,808.51
15244,20-Jun-23,Communication Skills,Internal,Incomplete,Leblancville,Donald Rogers,1,590.82
15245,02-May-23,Technical Skills,Internal,Passed,Barryberg,George Norris,2,825.61
15246,08-Dec-22,Customer Service,Internal,Completed,Kevinmouth,Karen Brown,5,835.97
15247,17-Apr-23,Project Management,External,Failed,Scottmouth,Sharon Mcconnell,3,253.14
15248,02-Apr-23,Leadership Development,External,Passed,East Wesleyport,William Rios,5,350.68
15249,18-Jan-23,Customer Service,External,Passed,Emilyside,Christopher Gonzalez,2,496.85
15250,01-Aug-23,Technical Skills,Internal,Completed,Lake Peter,Ernest Walter,4,594.15
15251,10-Aug-22,Communication Skills,External,Passed,New Claytonville,Christina Waters,4,942.51
15252,08-May-23,Leadership Development,External,Completed,Chapmanstad,Sarah Boone,4,774.74
15253,01-Aug-23,Technical Skills,Internal,Completed,Lake Peter,Ernest Walter,4,594.15
15254,04-Aug-23,Technical Skills,Internal,Incomplete,New Katherine,Kyle Wilson,3,380.61
15255,04-Jan-23,Communication Skills,External,Passed,Olsonmouth,Kelly Rogers,3,191.99
15256,18-Jun-23,Leadership Development,External,Failed,East Ronniehaven,Blake Miller,3,184.66
15257,04-Feb-23,Leadership Development,Internal,Passed,Matthewborough,Jason Wells,5,569.42
15258,29-Jun-23,Communication Skills,External,Failed,Marissastad,Lori Miller,5,944.24
15259,10-Oct-22,Leadership Development,External,Failed,East Diana,Stephen Wheeler,5,742.16
15260,11-Apr-23,Leadership Development,Internal,Incomplete,West Lori,Frank Rogers,4,607.97
15261,12-Oct-22,Leadership Development,Internal,Completed,Allisonfort,Cheryl Schultz,4,840.46
15262,21-Feb-23,Leadership Development,Internal,Incomplete,West Adam,Jimmy Lucero,3,975.46
15263,30-Oct-22,Project Management,External,Incomplete,Arthurmouth,Linda Carter,5,797.05
15264,23-Oct-22,Leadership Development,External,Completed,Lake Eileen,Sharon Lee,5,898.01
15265,14-Sep-22,Customer Service,External,Completed,South Stephen,Grant Rodriguez,3,154.71
15266,18-Aug-22,Leadership Development,External,Incomplete,South Sean,Jeffrey Moreno,2,799.88
15267,17-Sep-22,Project Management,Internal,Completed,North Taraview,Donald Wong,2,892.06
15268,20-Dec-22,Customer Service,Internal,Passed,Danieltown,Leslie Howell,5,595.83
15269,02-Dec-22,Technical Skills,External,Completed,North Kristen,Barry Sullivan,3,891.63
15270,28-Nov-22,Technical Skills,Internal,Incomplete,Morrisfurt,Brittney Lowe,3,942.66
15271,23-Mar-23,Customer Service,External,Passed,West Jonathan,Frank Joyce,3,109.98
15272,02-Oct-22,Technical Skills,Internal,Completed,East Ashley,Pedro Elliott,2,394.74
15273,01-Dec-22,Project Management,External,Completed,Allenborough,Nathan Jones,5,115.06
15274,10-May-23,Communication Skills,External,Incomplete,Evansland,Barbara Moore,3,685.62
15275,12-Feb-23,Technical Skills,Internal,Passed,Priceside,Andrew Phillips,3,647.25
15276,18-May-23,Project Management,External,Passed,South Davidfort,Joan Reeves,3,999.72
15277,15-Jun-23,Customer Service,External,Failed,Georgeburgh,Jessica Golden,3,118.94
15278,25-Feb-23,Project Management,Internal,Failed,East Elizabeth,Andrew Haynes,4,667.34
15279,17-Nov-22,Customer Service,External,Failed,Hickmanbury,James Green DVM,1,157.8
15280,16-Jan-23,Project Management,External,Completed,Samanthatown,Jodi Davis,2,391.39
15281,07-Sep-22,Leadership Development,External,Passed,West Linda,Patrick Cruz,3,973.96
15282,20-Sep-22,Communication Skills,Internal,Completed,Wilkinsfurt,Heather Gutierrez,5,971.46
15283,11-Nov-22,Technical Skills,Internal,Failed,Hawkinsshire,John Alexander,4,839.86
15284,05-Sep-22,Technical Skills,Internal,Passed,West Joshua,Sandra Herman,1,896.12
15285,25-Dec-22,Customer Service,External,Incomplete,Torresburgh,Amanda Matthews,4,587.29
15286,29-Jun-23,Leadership Development,External,Completed,Suarezstad,Aaron Jones,1,751.81
15287,24-Apr-23,Communication Skills,External,Incomplete,Port Gary,Courtney Smith,2,933.39
15288,30-Jun-23,Project Management,Internal,Completed,Lake Williamland,Kyle Escobar,4,949.32
15289,11-Feb-23,Technical Skills,Internal,Passed,Thompsonport,Jackson Stanley,2,229.05
15290,16-May-23,Project Management,External,Completed,West Frankside,Christopher Dudley,1,692.96
15291,12-Feb-23,Leadership Development,Internal,Failed,Lake Regina,Jacob Forbes,1,386.55
15292,22-Apr-23,Technical Skills,Internal,Completed,Mcintyrechester,Dominique Gordon,2,119.24
15293,08-Jun-23,Leadership Development,External,Completed,Evanhaven,Robert Novak,4,450.65
15294,08-Oct-22,Project Management,Internal,Passed,Brendaville,Cody Dickson,5,809.68
15295,30-Dec-22,Technical Skills,Internal,Completed,Cynthiaview,Stephanie Hopkins,3,440.24
15296,21-Mar-23,Customer Service,External,Completed,Russellstad,Jessica Jones,2,796.95
15297,01-Oct-22,Leadership Development,External,Passed,New Brittanyshire,Eric Bradley,1,321.25
15298,14-Jun-23,Leadership Development,External,Incomplete,Vazquezport,Annette Thomas,4,449.65
15299,10-Oct-22,Communication Skills,External,Completed,Cruztown,Richard Rodriguez,3,701.83
15300,10-Dec-22,Leadership Development,Internal,Incomplete,Phillipsstad,Luis Ingram,2,499.97
15301,11-Apr-23,Customer Service,Internal,Passed,West Shirley,Anna Clark,1,322.45
15302,02-Dec-22,Technical Skills,External,Completed,North Kristen,Barry Sullivan,3,891.63
15303,16-Jan-23,Communication Skills,External,Completed,Jayfort,Ariel Brown,3,405.08
15304,22-Apr-23,Communication Skills,Internal,Completed,Longstad,Rebecca Bradley,2,317.31
15305,13-Jul-23,Communication Skills,External,Completed,Murphytown,Michelle Moody,2,103.04
15306,23-Jul-23,Project Management,Internal,Completed,Lake Angelafort,Daniel Jones,5,812.59
15307,08-Mar-23,Customer Service,External,Incomplete,North Suzanne,Joseph Bell,5,164.41
15308,14-Oct-22,Technical Skills,External,Completed,Kramerbury,David Matthews,1,439.65
15309,13-Aug-22,Leadership Development,External,Failed,East Roberthaven,Taylor Thomas,2,413.28
15310,26-Jul-23,Leadership Development,Internal,Passed,North John,Lindsay Butler,1,312.91
15311,12-Feb-23,Leadership Development,External,Failed,Stephanieside,Laura Mathis,2,348.89
15312,10-Jan-23,Project Management,External,Passed,Danielport,Ronald Shaw,5,753.01
15313,12-Jan-23,Technical Skills,Internal,Passed,New Kathrynchester,Ashley Robbins DDS,2,916.73
15314,18-Aug-22,Customer Service,Internal,Failed,Port Robert,Sarah Hernandez,4,938.18
15315,27-Sep-22,Customer Service,Internal,Passed,South Garymouth,Katherine Morgan MD,2,806.47
15316,08-Oct-22,Customer Service,Internal,Incomplete,Justinmouth,Kathy Pearson,1,354.22
15317,06-Jun-23,Project Management,External,Passed,Adamsmouth,Brendan Robles,4,261.13
15318,19-Jul-23,Customer Service,External,Incomplete,Thomaschester,Robert Gardner,5,147.35
15319,26-Oct-22,Communication Skills,External,Incomplete,West Josephmouth,Kristin Rodriguez,2,903.46
15320,02-Jun-23,Leadership Development,External,Completed,Lake Richard,Kristen Oliver,4,938.01
15321,22-Nov-22,Communication Skills,External,Incomplete,Curryberg,Melissa Whitehead,2,367.76
15322,29-Apr-23,Project Management,Internal,Passed,Kennethtown,Colton Knight,2,922.33
15323,03-Oct-22,Leadership Development,External,Incomplete,New Kimberlyport,Christopher George,5,758.21
15324,21-Feb-23,Technical Skills,External,Passed,Popetown,Angela Sanchez,2,252.88
15325,16-Feb-23,Technical Skills,Internal,Failed,Weaverburgh,Donna Guzman,5,252.22
15326,27-Feb-23,Customer Service,Internal,Failed,South Jennifer,Travis Cook,1,578.81
15327,29-May-23,Technical Skills,External,Failed,Olsonborough,Stephanie Mullins,1,620.24
15328,09-Jan-23,Communication Skills,External,Passed,Mirandaburgh,Michaela Wells,4,242.71
15329,29-Nov-22,Communication Skills,Internal,Completed,Austinborough,Dustin Ramsey,3,144.68
15330,13-Jun-23,Customer Service,External,Passed,Leslieview,Mckenzie Myers,1,507.74
15331,20-Dec-22,Communication Skills,External,Passed,Barnesbury,Jessica Hicks,5,912.1
15332,19-Mar-23,Project Management,Internal,Failed,Vasquezchester,Brianna Freeman,1,105.61
15333,16-Oct-22,Communication Skills,Internal,Passed,Lindseyhaven,Alan Cook,4,956.95
15334,03-May-23,Leadership Development,Internal,Passed,South Sharon,Charles Hurley,2,376.96
15335,07-Mar-23,Technical Skills,Internal,Incomplete,Christopherchester,Brandi Perez,1,183.63
15336,06-Apr-23,Project Management,External,Failed,Mooreburgh,Alexa Brown,3,166.28
15337,06-Nov-22,Customer Service,Internal,Incomplete,North Stephenfurt,Lynn Duncan,1,820.96
15338,03-Jul-23,Leadership Development,Internal,Passed,Trujilloville,Jason Brewer,1,356.98
15339,26-Sep-22,Customer Service,Internal,Passed,Boydhaven,Melissa Schmidt,4,548.18
15340,15-May-23,Leadership Development,External,Completed,Port Mark,Christina Moore,3,619.86
15341,17-Jul-23,Technical Skills,Internal,Completed,Schmittbury,Charles Garner,5,220.14
15342,29-Jul-23,Communication Skills,External,Incomplete,North Georgeburgh,Danielle Maxwell,1,473.77
15343,10-Jul-23,Customer Service,Internal,Completed,New Codyview,Erin Keller DVM,5,419.79
15344,27-Oct-22,Customer Service,External,Incomplete,Josephmouth,Ronald Pearson,5,807.49
15345,25-Mar-23,Technical Skills,Internal,Incomplete,North Margaretshire,Peter Stokes,2,993.79
15346,04-Jul-23,Communication Skills,External,Failed,Lake Katrinastad,Rebecca Terry,2,588.35
15347,22-Oct-22,Project Management,Internal,Incomplete,Port Ronnie,Robert Jones,4,328.06
15348,01-Apr-23,Customer Service,External,Failed,Stoneborough,Jeffrey Gutierrez,4,202.81
15349,01-Dec-22,Project Management,Internal,Completed,North Charles,Nathaniel Thomas,1,149.24
15350,28-Jan-23,Communication Skills,Internal,Incomplete,Melissamouth,Tina Lee,5,897.51
15351,27-Apr-23,Project Management,Internal,Passed,Jefferyland,Scott Howard,5,140.91
15352,10-Jul-23,Communication Skills,External,Completed,West William,Joseph Powell,1,164.35
15353,28-Apr-23,Customer Service,Internal,Incomplete,Jodyville,Samantha Thompson,5,592.96
15354,20-Jun-23,Communication Skills,External,Passed,Terryton,Anthony Stanton,1,535.51
15355,07-Aug-22,Communication Skills,Internal,Incomplete,Farmerside,Audrey Gray,1,202.91
15356,25-Mar-23,Technical Skills,Internal,Incomplete,Mayofort,Edward Gibson,5,121.62
15357,15-Mar-23,Leadership Development,Internal,Incomplete,Nguyenmouth,Tamara Perez,3,967.08
15358,23-Mar-23,Communication Skills,External,Passed,Montgomeryland,Casey Johnston,1,538.83
15359,05-Sep-22,Communication Skills,Internal,Incomplete,Millermouth,Lisa Stevens,4,785.39
15360,20-Dec-22,Communication Skills,External,Incomplete,Banksland,Paul Simon,1,195.95
15361,10-Dec-22,Communication Skills,Internal,Completed,Justinfurt,Christine Kelly,1,648.23
15362,26-Nov-22,Customer Service,Internal,Failed,Edwinfurt,Stephanie Saunders,4,269.88
15363,08-Apr-23,Communication Skills,Internal,Passed,Youngland,Allison Manning,3,903.18
15364,12-Oct-22,Project Management,Internal,Failed,East Christopher,Lisa Higgins,2,190.49
15365,07-Dec-22,Communication Skills,Internal,Completed,East Michaelfort,Kathryn Stephens,5,682.36
15366,31-Jul-23,Leadership Development,Internal,Failed,North Rebecca,Lisa Hebert,2,595.4
15367,12-Nov-22,Leadership Development,Internal,Completed,South Tiffany,Dustin Haley,5,437.26
15368,17-Nov-22,Communication Skills,External,Passed,Ayalaton,Jennifer Armstrong,2,102.92
15369,15-Apr-23,Leadership Development,External,Passed,Lake Susan,Jessica Greer,4,743.92
15370,28-Feb-23,Communication Skills,External,Passed,Hufffort,Antonio Baker,1,943.91
15371,09-May-23,Project Management,External,Failed,Nguyentown,Michelle Salas,2,939.86
15372,29-Dec-22,Technical Skills,Internal,Incomplete,East Stephen,Allison Moore,2,354.21
15373,22-Dec-22,Communication Skills,External,Completed,Houstontown,Ashley Edwards,2,892.65
15374,01-Oct-22,Project Management,External,Passed,Lake Danielmouth,Nathan Juarez,1,257.8
15375,15-Apr-23,Customer Service,Internal,Completed,West Stephanieton,Miranda Wilson,3,250.51
15376,02-Oct-22,Technical Skills,External,Passed,New Mark,Nancy Park,2,953.59
15377,14-Sep-22,Project Management,External,Completed,Fosterhaven,Carolyn Ward,2,107.77
15378,06-Apr-23,Project Management,External,Failed,Mooreburgh,Alexa Brown,3,166.28
15379,09-Oct-22,Customer Service,Internal,Passed,Shermanhaven,Kristen Brown,5,675.71
15380,20-Jun-23,Communication Skills,Internal,Incomplete,Leblancville,Donald Rogers,1,590.82
15381,22-Apr-23,Customer Service,External,Incomplete,New Colinfort,Angela Colon,5,662.15
15382,28-Jul-23,Customer Service,External,Completed,Johnsonborough,Brandy Young,1,205.22
15383,17-Jun-23,Project Management,External,Passed,Diazchester,Jeffrey Roberts,5,339.73
15384,15-Nov-22,Project Management,Internal,Completed,Patriciatown,Brian Lee,2,545.35
15385,11-Nov-22,Technical Skills,External,Incomplete,South Jamesfurt,Steven Coleman,4,994.03
15386,20-Sep-22,Communication Skills,Internal,Completed,West Cynthia,Terrence Hopkins,1,308.19
15387,09-Jun-23,Project Management,External,Failed,Jessicafurt,Dr. Melanie Kennedy,1,605.05
15388,11-Oct-22,Technical Skills,External,Failed,Lake Williammouth,Kenneth Mcneil,5,300.33
15389,13-Apr-23,Leadership Development,Internal,Passed,Port Hannahhaven,Andrew Schwartz,1,108.04
15390,17-May-23,Leadership Development,External,Failed,North Elizabeth,Keith Richardson,2,235.15
15391,07-Oct-22,Technical Skills,External,Incomplete,Huynhfort,Michael Ramirez,2,669.3
15392,13-Sep-22,Communication Skills,External,Passed,West Dianashire,Brian Thompson,4,751.88
15393,30-Jun-23,Project Management,Internal,Incomplete,Port William,Cathy Velazquez,1,662.8
15394,01-Nov-22,Leadership Development,Internal,Passed,Lake Stephanie,Randy Lewis,4,299.7
15395,18-Nov-22,Project Management,Internal,Completed,Cristinamouth,Jennifer Gutierrez,1,599.41
15396,13-Nov-22,Project Management,Internal,Incomplete,North Amber,Daniel Green,5,760.24
15397,27-Oct-22,Communication Skills,External,Incomplete,Danielfort,Jesus Daniel,1,570.13
15398,18-Oct-22,Leadership Development,External,Failed,Lake Andrewport,Bruce Sanford,5,725.6
15399,19-Jan-23,Leadership Development,Internal,Incomplete,Mirandamouth,Tanya Avila,2,261.25
15400,08-Aug-22,Technical Skills,Internal,Passed,West Andrewberg,Ivan Garcia,3,971.57
15401,09-Sep-22,Technical Skills,External,Failed,North Alexandria,Jennifer Rodriguez,3,517.74
15402,06-Aug-22,Project Management,External,Passed,Port Aliciaview,Douglas Dean,1,896.8
15403,10-Sep-22,Technical Skills,Internal,Failed,Port Peggyberg,Michael Price,1,339.01
15404,19-Jun-23,Project Management,External,Passed,West Angelabury,Samuel Henry,3,142.7
15405,06-Apr-23,Technical Skills,Internal,Passed,New Jessicatown,Sandra Poole,4,293.64
15406,19-May-23,Customer Service,Internal,Incomplete,Aguirreland,Brenda Martinez,4,881.71
15407,01-Sep-22,Technical Skills,External,Failed,Villarrealville,Christopher Flynn,5,506.08
15408,17-Oct-22,Leadership Development,Internal,Incomplete,New Jacobton,Christopher Brown,1,546.94
15409,02-May-23,Customer Service,External,Failed,North Andrew,Vincent Wang,3,995.42
15410,29-Apr-23,Project Management,Internal,Passed,Kennethtown,Colton Knight,2,922.33
15411,14-Feb-23,Customer Service,External,Passed,Johnsonhaven,Elizabeth Elliott,1,651.4
15412,10-Jan-23,Leadership Development,Internal,Incomplete,Burgessfurt,Gwendolyn Keller,4,770.38
15413,28-Mar-23,Technical Skills,External,Failed,Howardburgh,Theresa Martinez,3,887.08
15414,13-Jul-23,Customer Service,External,Passed,Brianstad,Carl Edwards,4,549.8
15415,24-Sep-22,Project Management,External,Incomplete,South Connieborough,Tiffany Franco DVM,3,580.09
15416,01-Feb-23,Leadership Development,Internal,Completed,Lake Jeffreyborough,Rebecca Robbins,3,326.37
15417,20-Mar-23,Customer Service,External,Incomplete,East Julie,Joseph Russo,3,718.21
15418,11-Mar-23,Project Management,Internal,Passed,South Gregoryville,Alexander Garcia,2,173.45
15419,25-Dec-22,Leadership Development,External,Failed,Lake Peter,Rickey Smith,1,921.26
15420,01-May-23,Leadership Development,Internal,Failed,Lake Roberthaven,Marc Burns,5,374.69
15421,17-Feb-23,Communication Skills,External,Incomplete,North Sabrina,Nicole Hernandez,1,388.02
15422,17-Feb-23,Communication Skills,Internal,Passed,Lake Rebecca,Russell Gutierrez,4,770.12
15423,27-Jun-23,Customer Service,Internal,Completed,Port Vanessafort,Michael Parker,3,826.58
15424,29-Apr-23,Project Management,Internal,Passed,Robertchester,Daniel Brown,1,911.36
15425,21-Dec-22,Project Management,Internal,Incomplete,West Brookechester,Joshua Kirk,1,947.17
15426,11-Oct-22,Project Management,External,Completed,Hullmouth,Keith Curtis,5,868.98
15427,24-May-23,Customer Service,External,Incomplete,Zacharyside,Laura Meadows,1,738.69
15428,07-Dec-22,Project Management,Internal,Failed,Carlland,Michael Patel,5,104.66
15429,06-Oct-22,Customer Service,Internal,Completed,Port Desireeburgh,Francis Cox,4,386.07
15430,24-Aug-22,Communication Skills,Internal,Failed,Port John,Thomas Lee,3,745.69
15431,30-Mar-23,Communication Skills,External,Passed,North Christina,Jessica Odom,5,202.09
15432,05-Jun-23,Leadership Development,Internal,Completed,South Nicholasbury,Dustin Smith,5,205.24
15433,28-Nov-22,Technical Skills,External,Passed,New Teresaland,Billy Baker,1,680.48
15434,01-Oct-22,Leadership Development,External,Completed,Rogersshire,Michele Ward,5,112.64
15435,11-May-23,Technical Skills,Internal,Passed,Reynoldsville,Deborah Ball,4,703.29
15436,02-May-23,Leadership Development,Internal,Failed,North Joshuatown,Joel Brooks,5,675.37
15437,15-Dec-22,Project Management,External,Passed,North Christophermouth,Jeremy Andrews,2,489.02
15438,31-Dec-22,Technical Skills,Internal,Incomplete,Port Brittanyton,Barbara Cochran,5,305.05
15439,09-Oct-22,Leadership Development,External,Incomplete,East Michaelburgh,Tara Christensen,4,237.75
15440,15-Dec-22,Project Management,External,Completed,Garzatown,Holly Elliott,3,663.78
15441,10-Sep-22,Technical Skills,Internal,Failed,Port Peggyberg,Michael Price,1,339.01
